"","Sample_ID","IMIC_Sample_ID","Extraction_Sample_ID","Country","Forest_Stand","Plot_ID","Longitude","Latitude","Soil_Horizon","Soil_Horizon_depth_ranges","Soil_depth_horizon_in_cm","C_in_g_per_m_square","N_in_g_per_m_square","CN_ratio_g_per_m_square","empty.F50","wet.F50","dry.F50","ph_stand_ranges","elevation_stand_ranges","slope_stand_ranges","aspect_stand_ranges","mean_annual_precipitation_stand_ranges","mean_annual_temp_stand_ranges","stand_area","mean_height_of_dominant_tree_in_stand","Total_C_in_Mg_per_ha","richness","shannon","evenness"
"88","HOF088","SIN_01_02_2","SIN_8","Romania","Sinca","SIN_01_02",25.1722783,45.6651767,"2","10_20",20,2707.126836,169.1954272,16,13.643,28.395,22.988,"3.66-5.88","850-1350","30-40","NE-N","1100","4.5-6.5",350,"22.61",336.829,365,3.77733833063812,0.640237974368227
"89","HOF089","SIN_01_02_3","SIN_9","Romania","Sinca","SIN_01_02",25.1722783,45.6651767,"3","20_40",40,3822.984143,202.177046,18.90909091,13.763,32.562,26.433,"3.66-5.88","850-1350","30-40","NE-N","1100","4.5-6.5",350,"22.61",336.829,304,2.84075964201127,0.496894503644355
"90","HOF090","SIN_01_02_4","SIN_10","Romania","Sinca","SIN_01_02",25.1722783,45.6651767,"4","40_80",80,2871.527303,168.0894031,17.08333333,13.741,38.215,32.953,"3.66-5.88","850-1350","30-40","NE-N","1100","4.5-6.5",350,"22.61",336.829,543,4.38744790586286,0.696739993376658
"91","HOF091","SIN_1s_FH","SIN_11","Romania","Sinca","SIN_1s",25.1706131,45.664483,"FH","FH",4.25,1172.650813,58.69142838,19.97993311,13.577,22.902,17.235,"3.66-5.88","850-1350","30-40","NE-N","1100","4.5-6.5",350,"22.61",450.697,465,4.27828282502333,0.696557598482128
"92","HOF092","SIN_1s_1","SIN_12","Romania","Sinca","SIN_1s",25.1706131,45.664483,"1","0_10",10,3955.887153,278.0241975,14.22857143,13.533,29.338,22.366,"3.66-5.88","850-1350","30-40","NE-N","1100","4.5-6.5",350,"22.61",450.697,373,3.7778716471604,0.637983892035942
"93","HOF093","SIN_1s_2","SIN_13","Romania","Sinca","SIN_1s",25.1706131,45.664483,"2","10_20",20,2743.511717,183.9580111,14.9137931,13.413,32.161,25.34,"3.66-5.88","850-1350","30-40","NE-N","1100","4.5-6.5",350,"22.61",450.697,358,3.52061754037373,0.598690212012329
"94","HOF094","SIN_1s_3","SIN_14","Romania","Sinca","SIN_1s",25.1706131,45.664483,"3","20_40",40,3637.505425,229.0795401,15.87878788,13.379,33.105,26.816,"3.66-5.88","850-1350","30-40","NE-N","1100","4.5-6.5",350,"22.61",450.697,394,4.37113300421521,0.73140501127781
"95","HOF095","SIN_1s_4","SIN_15","Romania","Sinca","SIN_1s",25.1706131,45.664483,"4","40_80",80,1661.540579,110.7693719,15,13.463,42.562,36.725,"3.66-5.88","850-1350","30-40","NE-N","1100","4.5-6.5",350,"22.61",450.697,440,4.50686623808126,0.740435853187472
"96","HOF096","SIN_02_FH","SIN_16","Romania","Sinca","SIN_02",25.1705273,45.6653601,"FH","FH",3.62,1207.229556,58.35276127,20.68847352,13.506,25.618,18.046,"3.66-5.88","850-1350","30-40","NE-N","1100","4.5-6.5",350,"22.61",394.172,421,4.14331096601511,0.685679749217888
"97","HOF097","SIN_02_1","SIN_17","Romania","Sinca","SIN_02",25.1705273,45.6653601,"1","0_10",10,6890.112768,488.478144,14.10526316,13.527,31.942,23.906,"3.66-5.88","850-1350","30-40","NE-N","1100","4.5-6.5",350,"22.61",394.172,369,4.23019989719825,0.715673394289971
"98","HOF098","SIN_02_2","SIN_18","Romania","Sinca","SIN_02",25.1705273,45.6653601,"2","10_20",20,5317.308624,338.238528,15.72058824,13.584,33.638,25.769,"3.66-5.88","850-1350","30-40","NE-N","1100","4.5-6.5",350,"22.61",394.172,332,4.17570077837763,0.719311575137592
"99","HOF099","SIN_02_3","SIN_19","Romania","Sinca","SIN_02",25.1705273,45.6653601,"3","20_40",40,5955.434628,333.246342,17.87096774,13.54,32.546,26.26,"3.66-5.88","850-1350","30-40","NE-N","1100","4.5-6.5",350,"22.61",394.172,293,3.72971551600677,0.656620101664865
"100","HOF100","SIN_02_4","SIN_20","Romania","Sinca","SIN_02",25.1705273,45.6653601,"4","40_80",80,3991.21086,237.88674,16.77777778,13.588,44.11,37.354,"3.66-5.88","850-1350","30-40","NE-N","1100","4.5-6.5",350,"22.61",394.172,434,4.46010500023064,0.734410059927431
"101","HOF101","SIN_06_FH","SIN_21","Romania","Sinca","SIN_06",25.2642011,45.6619636,"FH","FH",4.25,788.2557913,43.41078261,18.15806452,13.492,26.67,19.91,"3.66-5.88","850-1350","30-40","NE-N","1100","4.5-6.5",350,"22.61",400.259,422,4.31481316771346,0.713781534268434
"102","HOF102","SIN_06_1","SIN_22","Romania","Sinca","SIN_06",25.2642011,45.6619636,"1","0_10",10,3534.134776,222.690104,15.87019231,13.452,27.156,20.551,"3.66-5.88","850-1350","30-40","NE-N","1100","4.5-6.5",350,"22.61",400.259,315,4.05522164193264,0.704940536441535
"103","HOF103","SIN_06_2","SIN_23","Romania","Sinca","SIN_06",25.2642011,45.6619636,"2","10_20",20,2597.793587,136.947756,18.96923077,13.677,27.773,20.699,"3.66-5.88","850-1350","30-40","NE-N","1100","4.5-6.5",350,"22.61",400.259,270,3.83779508100987,0.68551372317361
"104","HOF104","SIN_06_3","SIN_24","Romania","Sinca","SIN_06",25.2642011,45.6619636,"3","20_40",40,3234.579436,148.6420121,21.76086957,13.462,28.706,20.931,"3.66-5.88","850-1350","30-40","NE-N","1100","4.5-6.5",350,"22.61",400.259,278,3.6082960593342,0.641176082475789
"105","HOF105","SIN_06_4","SIN_25","Romania","Sinca","SIN_06",25.2642011,45.6619636,"4","40_80",80,1731.62281,75.97613793,22.79166667,13.465,34.338,25.993,"3.66-5.88","850-1350","30-40","NE-N","1100","4.5-6.5",350,"22.61",400.259,122,1.75589231881227,0.365504710004818
"106","HOF106","SIN_07_FH","SIN_26","Romania","Sinca","SIN_07",25.163379,45.6607885,"FH","FH",4.37,1687.051572,79.93839783,21.1043956,13.568,27.344,18.863,"3.66-5.88","850-1350","30-40","NE-N","1100","4.5-6.5",350,"22.61",450.943,389,4.27530904254159,0.716903187867627
"107","HOF107","SIN_07_1","SIN_27","Romania","Sinca","SIN_07",25.163379,45.6607885,"1","0_10",10,5777.351061,325.9594957,17.72413793,13.493,32.912,23.419,"3.66-5.88","850-1350","30-40","NE-N","1100","4.5-6.5",350,"22.61",450.943,292,4.10123096539731,0.722460601296214
"108","HOF108","SIN_07_2","SIN_28","Romania","Sinca","SIN_07",25.163379,45.6607885,"2","10_20",20,2954.567095,152.9023222,19.32323232,13.462,34.069,24.909,"3.66-5.88","850-1350","30-40","NE-N","1100","4.5-6.5",350,"22.61",450.943,339,4.01287106194135,0.688786644006031
"109","HOF109","SIN_07_3","SIN_29","Romania","Sinca","SIN_07",25.163379,45.6607885,"3","20_40",40,4181.779274,203.2509057,20.57446809,13.477,36.004,28.371,"3.66-5.88","850-1350","30-40","NE-N","1100","4.5-6.5",350,"22.61",450.943,339,3.73328312654342,0.640796954640294
"110","HOF110","SIN_07_4","SIN_30","Romania","Sinca","SIN_07",25.163379,45.6607885,"4","40_80",80,2438.244712,113.7847532,21.42857143,13.649,36.298,30.257,"3.66-5.88","850-1350","30-40","NE-N","1100","4.5-6.5",350,"22.61",450.943,441,4.3598789786767,0.716020175226044
"111","HOF111","SIN_08_FH","SIN_31","Romania","Sinca","SIN_08",25.1605633,45.6588076,"FH","FH",5.25,558.0578492,23.80036017,23.44745395,13.694,23.507,16.895,"3.66-5.88","850-1350","30-40","NE-N","1100","4.5-6.5",350,"22.61",326.007,523,4.89317918364329,0.781710280748658
"112","HOF112","SIN_08_1","SIN_32","Romania","Sinca","SIN_08",25.1605633,45.6588076,"1","0_10",10,2500.946379,186.3759795,13.41882353,13.55,35.112,25.054,"3.66-5.88","850-1350","30-40","NE-N","1100","4.5-6.5",350,"22.61",326.007,428,4.50812842844886,0.744023232888896
"113","HOF113","SIN_08_2","SIN_33","Romania","Sinca","SIN_08",25.1605633,45.6588076,"2","10_20",20,2306.051343,185.4388421,12.43564356,13.486,36.935,27.895,"3.66-5.88","850-1350","30-40","NE-N","1100","4.5-6.5",350,"22.61",326.007,402,4.28004227782351,0.713762440618316
"114","HOF114","SIN_08_3","SIN_34","Romania","Sinca","SIN_08",25.1605633,45.6588076,"3","20_40",40,3644.643628,290.5520095,12.54385965,13.468,35.995,28.318,"3.66-5.88","850-1350","30-40","NE-N","1100","4.5-6.5",350,"22.61",326.007,299,2.90046722547233,0.508814303330978
"115","HOF115","SIN_08_4","SIN_35","Romania","Sinca","SIN_08",25.1605633,45.6588076,"4","40_80",80,2302.846672,191.9038894,12,13.554,39.796,34.725,"3.66-5.88","850-1350","30-40","NE-N","1100","4.5-6.5",350,"22.61",326.007,506,3.82251040236467,0.613906350414555
"116","HOF116","SIN_09_FH","SIN_36","Romania","Sinca","SIN_09",25.2619138,45.6587769,"FH","FH",5.14,1275.527142,63.56388727,20.06685237,13.501,24.048,17.718,"3.66-5.88","850-1350","30-40","NE-N","1100","4.5-6.5",350,"22.61",291.804,396,4.30440657698674,0.719630245450596
"117","HOF117","SIN_09_1","SIN_37","Romania","Sinca","SIN_09",25.2619138,45.6587769,"1","0_10",10,3633.8379,201.9402,17.99462366,13.605,29.377,21.117,"3.66-5.88","850-1350","30-40","NE-N","1100","4.5-6.5",350,"22.61",291.804,353,4.11909752914994,0.702142667304184
"118","HOF118","SIN_09_2","SIN_38","Romania","Sinca","SIN_09",25.2619138,45.6587769,"2","10_20",20,2528.353881,116.4920923,21.70408163,13.461,32.466,23.459,"3.66-5.88","850-1350","30-40","NE-N","1100","4.5-6.5",350,"22.61",291.804,261,2.58664325861575,0.464845677484051
"119","HOF119","SIN_09_3","SIN_39","Romania","Sinca","SIN_09",25.2619138,45.6587769,"3","20_40",40,2159.39199,93.34547507,23.13333333,13.461,33.478,25.181,"3.66-5.88","850-1350","30-40","NE-N","1100","4.5-6.5",350,"22.61",291.804,292,3.10794380079905,0.54748610016471
"120","HOF120","SIN_09_4","SIN_40","Romania","Sinca","SIN_09",25.2619138,45.6587769,"4","40_80",80,1808.072514,87.54168596,20.65384615,13.678,39.125,31.394,"3.66-5.88","850-1350","30-40","NE-N","1100","4.5-6.5",350,"22.61",291.804,3,1.09861228866811,1
"121","HOF121","NER_01_01_FH","NER_1","Romania","Izvoarele_Nerei ","NER_01_01",22.077155,45.1365756,"FH","FH",4.28,586.19,29.93,19.58787879,13.201,25.779,17.272,"3.5-5.42","800-1300","May-33","S-SW, N-NE","950-1200","10-Apr",5260.3,"32.6 ± 0.8",296.344,410,4.21071629773143,0.699901313406273
"122","HOF122","NER_01_01_1","NER_2","Romania","Izvoarele_Nerei ","NER_01_01",22.077155,45.1365756,"1","0_10",10,3320.96,210.1,15.80681818,13.171,26.164,20.601,"3.5-5.42","800-1300","May-33","S-SW, N-NE","950-1200","10-Apr",5260.3,"32.6 ± 0.8",296.344,295,3.62318693253036,0.637102625825738
"123","HOF123","NER_01_01_2","NER_3","Romania","Izvoarele_Nerei ","NER_01_01",22.077155,45.1365756,"2","10_20",20,2731.6,174.09,15.69047619,13.183,30.651,24.413,"3.5-5.42","800-1300","May-33","S-SW, N-NE","950-1200","10-Apr",5260.3,"32.6 ± 0.8",296.344,241,3.40252027191899,0.620354830484772
"124","HOF124","NER_01_01_3","NER_4","Romania","Izvoarele_Nerei ","NER_01_01",22.077155,45.1365756,"3","20_40",40,3003.582356,174.92,17.17073171,13.252,30.189,25.029,"3.5-5.42","800-1300","May-33","S-SW, N-NE","950-1200","10-Apr",5260.3,"32.6 ± 0.8",296.344,364,4.27212682434695,0.724438758125703
"125","HOF125","NER_01_01_4","NER_5","Romania","Izvoarele_Nerei ","NER_01_01",22.077155,45.1365756,"4","40_80",80,2699.4,159.18,16.95833333,13.166,31.627,26.922,"3.5-5.42","800-1300","May-33","S-SW, N-NE","950-1200","10-Apr",5260.3,"32.6 ± 0.8",296.344,362,3.67055050646259,0.62300953256733
"126","HOF126","NER_01_02_FH","NER_6","Romania","Izvoarele_Nerei ","NER_01_02",22.078084,45.1359739,"FH","FH",4,677.18,33.53,20.19362187,13.196,22.44,17.209,"3.5-5.42","800-1300","May-33","S-SW, N-NE","950-1200","10-Apr",5260.3,"32.6 ± 0.8",354.444,404,4.54199019433696,0.756819897757177
"127","HOF127","NER_01_02_1","NER_7","Romania","Izvoarele_Nerei ","NER_01_02",22.078084,45.1359739,"1","0_10",10,2974.37,201.65,14.75,13.272,30.029,23.092,"3.5-5.42","800-1300","May-33","S-SW, N-NE","950-1200","10-Apr",5260.3,"32.6 ± 0.8",354.444,351,4.25321730728277,0.725707634626462
"128","HOF128","NER_01_02_2","NER_8","Romania","Izvoarele_Nerei ","NER_01_02",22.078084,45.1359739,"2","10_20",20,2548.27,173.16,14.71666667,13.592,32.624,25.951,"3.5-5.42","800-1300","May-33","S-SW, N-NE","950-1200","10-Apr",5260.3,"32.6 ± 0.8",354.444,376,4.18414017531441,0.705637452129166
"129","HOF129","NER_01_02_3","NER_9","Romania","Izvoarele_Nerei ","NER_01_02",22.078084,45.1359739,"3","20_40",40,3387.2256,219.28,15.44680851,13.561,34.027,27.552,"3.5-5.42","800-1300","May-33","S-SW, N-NE","950-1200","10-Apr",5260.3,"32.6 ± 0.8",354.444,378,4.20820862165607,0.709062113485032
"130","HOF130","NER_01_02_4","NER_10","Romania","Izvoarele_Nerei ","NER_01_02",22.078084,45.1359739,"4","40_80",80,4763.3,329.48,14.45714286,13.83,36.031,29.508,"3.5-5.42","800-1300","May-33","S-SW, N-NE","950-1200","10-Apr",5260.3,"32.6 ± 0.8",354.444,405,4.30886246297086,0.717678799552677
"131","HOF131","NER_02_01_FH","NER_11","Romania","Izvoarele_Nerei ","NER_02_01",22.0748432,45.1094241,"FH","FH",5,665.85,39.98,16.6565008,13.479,24.948,19.187,"3.5-5.42","800-1300","May-33","S-SW, N-NE","950-1200","10-Apr",5260.3,"32.6 ± 0.8",475.02,421,4.61413797590702,0.763597276701514
"132","HOF132","NER_02_01_1","NER_12","Romania","Izvoarele_Nerei ","NER_02_01",22.0748432,45.1094241,"1","0_10",10,3691.68,277.15,13.32,13.369,32.038,26.154,"3.5-5.42","800-1300","May-33","S-SW, N-NE","950-1200","10-Apr",5260.3,"32.6 ± 0.8",475.02,371,4.05094249889044,0.68472010523337
"133","HOF133","NER_02_01_2","NER_13","Romania","Izvoarele_Nerei ","NER_02_01",22.0748432,45.1094241,"2","10_20",20,2077.03,145.99,14.22727273,13.384,33.714,27.768,"3.5-5.42","800-1300","May-33","S-SW, N-NE","950-1200","10-Apr",5260.3,"32.6 ± 0.8",475.02,308,3.55138828855324,0.619777739142666
"134","HOF134","NER_02_01_3","NER_14","Romania","Izvoarele_Nerei ","NER_02_01",22.0748432,45.1094241,"3","20_40",40,4321.1518,285.01,15.16129032,13.444,35.551,29.611,"3.5-5.42","800-1300","May-33","S-SW, N-NE","950-1200","10-Apr",5260.3,"32.6 ± 0.8",475.02,264,3.52566293459193,0.63229826337592
"135","HOF135","NER_02_01_4","NER_15","Romania","Izvoarele_Nerei ","NER_02_01",22.0748432,45.1094241,"4","40_80",80,4148.2,256.85,16.15,13.489,36.543,30.846,"3.5-5.42","800-1300","May-33","S-SW, N-NE","950-1200","10-Apr",5260.3,"32.6 ± 0.8",475.02,276,2.95158855138572,0.525156233853278
"136","HOF136","NER_02_02_FH","NER_16","Romania","Izvoarele_Nerei ","NER_02_02",22.0742748,45.1090305,"FH","FH",5.5,1674.13,75.42,22.19795222,13.613,23.863,18.23,"3.5-5.42","800-1300","May-33","S-SW, N-NE","950-1200","10-Apr",5260.3,"32.6 ± 0.8",531.487,466,4.64099145872911,0.755346881603382
"137","HOF137","NER_02_02_1","NER_17","Romania","Izvoarele_Nerei ","NER_02_02",22.0742748,45.1090305,"1","0_10",10,4901.69,326.78,15,13.514,28.98,23.524,"3.5-5.42","800-1300","May-33","S-SW, N-NE","950-1200","10-Apr",5260.3,"32.6 ± 0.8",531.487,398,4.09593031740247,0.684199975843264
"138","HOF138","NER_02_02_2","NER_18","Romania","Izvoarele_Nerei ","NER_02_02",22.0742748,45.1090305,"2","10_20",20,4083.12,288.41,14.15714286,13.473,31.497,25.732,"3.5-5.42","800-1300","May-33","S-SW, N-NE","950-1200","10-Apr",5260.3,"32.6 ± 0.8",531.487,303,3.60191972664213,0.630396948763345
"139","HOF139","NER_02_02_3","NER_19","Romania","Izvoarele_Nerei ","NER_02_02",22.0742748,45.1090305,"3","20_40",40,6515.949791,433.81,15.02040816,13.488,32.164,26.79,"3.5-5.42","800-1300","May-33","S-SW, N-NE","950-1200","10-Apr",5260.3,"32.6 ± 0.8",531.487,284,3.25490448826445,0.57619389840304
"140","HOF140","NER_02_02_4","NER_20","Romania","Izvoarele_Nerei ","NER_02_02",22.0742748,45.1090305,"4","40_80",80,3683.23,246.26,14.95652174,13.517,35.702,30.299,"3.5-5.42","800-1300","May-33","S-SW, N-NE","950-1200","10-Apr",5260.3,"32.6 ± 0.8",531.487,289,3.4115865237143,0.602070177819728
"141","HOF141","NER_02_03_FH","NER_21","Romania","Izvoarele_Nerei ","NER_02_03",22.0732241,45.1097631,"FH","FH",6,910.75,41.32,22.03883495,13.471,25.071,19.001,"3.5-5.42","800-1300","May-33","S-SW, N-NE","950-1200","10-Apr",5260.3,"32.6 ± 0.8",449.819,549,4.8975614585692,0.776392680612196
"142","HOF142","NER_02_03_1","NER_22","Romania","Izvoarele_Nerei ","NER_02_03",22.0732241,45.1097631,"1","0_10",10,3670.08,245.45,14.95238095,13.549,32.857,25.4,"3.5-5.42","800-1300","May-33","S-SW, N-NE","950-1200","10-Apr",5260.3,"32.6 ± 0.8",449.819,418,3.9756688334718,0.658716107061023
"143","HOF143","NER_02_03_2","NER_23","Romania","Izvoarele_Nerei ","NER_02_03",22.0732241,45.1097631,"2","10_20",20,4308.62,320.38,13.44827586,13.538,34.258,27.542,"3.5-5.42","800-1300","May-33","S-SW, N-NE","950-1200","10-Apr",5260.3,"32.6 ± 0.8",449.819,279,3.12028461699525,0.554105357406044
"144","HOF144","NER_02_03_3","NER_24","Romania","Izvoarele_Nerei ","NER_02_03",22.0732241,45.1097631,"3","20_40",40,5428.162656,376.96,14.4,13.494,34.114,27.993,"3.5-5.42","800-1300","May-33","S-SW, N-NE","950-1200","10-Apr",5260.3,"32.6 ± 0.8",449.819,259,2.76703073523227,0.497951476005536
"145","HOF145","NER_02_03_4","NER_25","Romania","Izvoarele_Nerei ","NER_02_03",22.0732241,45.1097631,"4","40_80",80,5039.94,338.6,14.88461538,13.457,36.847,30.822,"3.5-5.42","800-1300","May-33","S-SW, N-NE","950-1200","10-Apr",5260.3,"32.6 ± 0.8",449.819,288,3.33421863186819,0.588776602549793
"146","HOF146","NER_03_01_FH","NER_26","Romania","Izvoarele_Nerei ","NER_03_01",22.0645251,45.0786763,"FH","FH",4.87,410.11,20.11,20.39430894,13.422,23.257,17.425,"3.5-5.42","800-1300","May-33","S-SW, N-NE","950-1200","10-Apr",5260.3,"32.6 ± 0.8",367.632,530,4.91168801695293,0.783004036557269
"147","HOF147","NER_03_01_1","NER_27","Romania","Izvoarele_Nerei ","NER_03_01",22.0645251,45.0786763,"1","0_10",10,3160.3,206.24,15.32352941,13.483,30.394,23.486,"3.5-5.42","800-1300","May-33","S-SW, N-NE","950-1200","10-Apr",5260.3,"32.6 ± 0.8",367.632,396,3.73324506490978,0.624140869208723
"148","HOF148","NER_03_01_2","NER_28","Romania","Izvoarele_Nerei ","NER_03_01",22.0645251,45.0786763,"2","10_20",20,2429.66,153.3,15.8490566,13.478,37.103,29.883,"3.5-5.42","800-1300","May-33","S-SW, N-NE","950-1200","10-Apr",5260.3,"32.6 ± 0.8",367.632,339,3.46033061110074,0.59394619761801
"149","HOF149","NER_03_01_3","NER_29","Romania","Izvoarele_Nerei ","NER_03_01",22.0645251,45.0786763,"3","20_40",40,3296.136742,209.62,15.72413793,13.51,39.603,32.68,"3.5-5.42","800-1300","May-33","S-SW, N-NE","950-1200","10-Apr",5260.3,"32.6 ± 0.8",367.632,382,4.12597653428792,0.693975549570903
"150","HOF150","NER_03_01_4","NER_30","Romania","Izvoarele_Nerei ","NER_03_01",22.0645251,45.0786763,"4","40_80",80,1372.29,87.41,15.7,13.476,41.316,36.117,"3.5-5.42","800-1300","May-33","S-SW, N-NE","950-1200","10-Apr",5260.3,"32.6 ± 0.8",367.632,435,4.17703896854856,0.687539268903182
"151","HOF151","NER_03_02_FH","NER_31","Romania","Izvoarele_Nerei ","NER_03_02",22.0643071,45.078528,"FH","FH",3.82,404.55,18.26,22.15177305,13.449,23.955,18.204,"3.5-5.42","800-1300","May-33","S-SW, N-NE","950-1200","10-Apr",5260.3,"32.6 ± 0.8",383.009,491,4.46484046284767,0.720548813281533
"152","HOF152","NER_03_02_1","NER_32","Romania","Izvoarele_Nerei ","NER_03_02",22.0643071,45.078528,"1","0_10",10,4744.14,334.21,14.19512195,13.41,32.183,25.742,"3.5-5.42","800-1300","May-33","S-SW, N-NE","950-1200","10-Apr",5260.3,"32.6 ± 0.8",383.009,323,3.7173453378844,0.64340066343953
"153","HOF153","NER_03_02_2","NER_33","Romania","Izvoarele_Nerei ","NER_03_02",22.0643071,45.078528,"2","10_20",20,1893.83,138.72,13.65217391,13.409,36.269,29.993,"3.5-5.42","800-1300","May-33","S-SW, N-NE","950-1200","10-Apr",5260.3,"32.6 ± 0.8",383.009,300,3.57361407860465,0.626534075323419
"154","HOF154","NER_03_02_3","NER_34","Romania","Izvoarele_Nerei ","NER_03_02",22.0643071,45.078528,"3","20_40",40,3021.767031,216.78,13.93939394,13.524,36.732,30.676,"3.5-5.42","800-1300","May-33","S-SW, N-NE","950-1200","10-Apr",5260.3,"32.6 ± 0.8",383.009,371,4.10463568004554,0.693795721749996
"155","HOF155","NER_03_02_4","NER_35","Romania","Izvoarele_Nerei ","NER_03_02",22.0643071,45.078528,"4","40_80",80,1826.88,126.62,14.42857143,13.543,45.527,39.22,"3.5-5.42","800-1300","May-33","S-SW, N-NE","950-1200","10-Apr",5260.3,"32.6 ± 0.8",383.009,420,3.89024403178053,0.644052977520513
"156","HOF156","NER_03_03_FH","NER_36","Romania","Izvoarele_Nerei ","NER_03_03",22.0635042,45.0785283,"FH","FH",5.75,471.69,23.93,19.71193416,13.476,24.178,17.931,"3.5-5.42","800-1300","May-33","S-SW, N-NE","950-1200","10-Apr",5260.3,"32.6 ± 0.8",337.183,400,3.64104832688015,0.60770589532031
"157","HOF157","NER_03_03_1","NER_37","Romania","Izvoarele_Nerei ","NER_03_03",22.0635042,45.0785283,"1","0_10",10,2895.42,218.08,13.27710843,13.555,33.724,26.567,"3.5-5.42","800-1300","May-33","S-SW, N-NE","950-1200","10-Apr",5260.3,"32.6 ± 0.8",337.183,329,3.8646519195315,0.666772500501944
"158","HOF158","NER_03_03_2","NER_38","Romania","Izvoarele_Nerei ","NER_03_03",22.0635042,45.0785283,"2","10_20",20,2110.2,154.33,13.67346939,13.604,38.054,30.917,"3.5-5.42","800-1300","May-33","S-SW, N-NE","950-1200","10-Apr",5260.3,"32.6 ± 0.8",337.183,246,3.13684382277726,0.569782909948949
"159","HOF159","NER_03_03_3","NER_39","Romania","Izvoarele_Nerei ","NER_03_03",22.0635042,45.0785283,"3","20_40",40,3168.053767,233.71,13.55555556,13.372,37.779,31.838,"3.5-5.42","800-1300","May-33","S-SW, N-NE","950-1200","10-Apr",5260.3,"32.6 ± 0.8",337.183,340,3.5577595453433,0.610360737385287
"160","HOF160","NER_03_03_4","NER_40","Romania","Izvoarele_Nerei ","NER_03_03",22.0635042,45.0785283,"4","40_80",80,2239.63,164.68,13.6,13.533,44.182,38.425,"3.5-5.42","800-1300","May-33","S-SW, N-NE","950-1200","10-Apr",5260.3,"32.6 ± 0.8",337.183,395,4.08161140649305,0.682670913442439
